Class No,Rate
17552,0.0
37690,0.75
17553,0.0
37928,0.0
17554,0.0
16292,0.0
16512,0.0
28999,2.0416666666666665
17555,0.0
29000,0.6666666666666666
17556,0.0
29001,0.68
30450,0.0
29002,0.6666666666666666
29580,0.0
16216,0.0
16275,0.0
25266,0.0
16302,0.0
34728,0.72
40402,0.0
27931,0.0
22445,0.72
39879,0.0
11041,0.0
23352,4.166666666666667
40403,0.0
23353,0.68
40404,0.0
23354,0.68
40405,0.0
23355,0.68
40406,0.0
24324,0.68
37751,0.0
24325,0.68
37752,0.0
24326,0.68
11982,0.0
17297,0.0
17298,0.0
17299,0.0
38305,0.0
38306,0.0
38307,0.0
38308,0.0
21796,4.791666666666667
39880,0.0
21797,1.0
39881,0.0
21798,1.0
25960,0.0
21800,0.4583333333333333
24597,0.0
21801,0.5833333333333334
24881,0.0
21802,0.5833333333333334
24882,0.0
23351,0.9583333333333334
12003,0.0
27524,0.16666666666666666
20328,0.0
11038,0.0
11043,0.0
11036,0.0
11032,0.0
20431,0.0
11031,0.0
11033,0.0
11034,0.0
34739,1.4
11983,0.0
34838,0.4166666666666667
33217,0.0
30199,1.4
33225,0.0
35155,0.36
10993,0.0
38315,1.16
37559,0.0
11006,0.0
19322,0.0
18638,0.0
31081,0.0
27741,3.375
12005,0.0
27742,0.2916666666666667
12007,0.0
27743,0.5416666666666666
11621,0.0
27744,0.68
11623,0.0
34656,0.625
11622,0.0
34657,0.5
13200,0.0
34658,0.68
13201,0.0
31082,0.0
18639,0.0
18640,0.0
31083,0.0
31084,0.0
14169,0.0
14174,0.0
37155,1.9583333333333333
36255,0.0
37744,0.5833333333333334
13226,0.0
37745,0.6666666666666666
21636,0.0
37746,0.68
17798,0.0
11037,0.0
16824,0.0
11046,0.0
19717,0.0
24226,0.2916666666666667
41116,0.0
28499,0.0
34999,0.5
17324,0.0
11047,0.0
37316,0.4166666666666667
21726,0.0
37319,0.20833333333333334
21727,0.0
37322,0.20833333333333334
20449,0.0
31085,0.0
26554,0.0
26555,0.0
37174,1.0416666666666667
19221,0.0
11048,0.0
35866,0.9166666666666666
26244,0.0
28501,0.0
27258,8.458333333333334
20509,0.0
27259,0.6
26942,0.0
23748,0.6
17325,0.0
27260,0.5833333333333334
23601,0.0
27261,0.6
29052,0.0
27262,0.5833333333333334
13223,0.0
10835,0.5833333333333334
38464,0.0
10836,0.6
13225,0.0
10837,0.4166666666666667
18958,0.0
23749,0.6
16271,0.0
10838,0.5833333333333334
13227,0.0
26083,0.6
18241,0.0
27390,0.5416666666666666
21081,0.0
27391,0.125
19733,0.0
27392,0.16666666666666666
22306,0.0
27393,0.5416666666666666
25191,0.0
27394,0.16666666666666666
16161,0.0
27395,0.041666666666666664
17801,0.0
27396,0.375
17739,0.0
11049,0.0
11044,0.0
11045,0.0
11050,0.0
18642,0.0
18643,0.0
18644,0.0
18645,0.0
18646,0.0
18647,0.0
18648,0.0
19262,0.0
28529,0.0
14206,0.0
14204,0.0
14207,0.0
14211,0.0
19257,0.0
19259,0.0
28977,1.7916666666666667
22518,0.0
38102,0.6666666666666666
14063,0.0
38103,1.0
36021,0.0
38104,0.08333333333333333
36025,0.0
28531,0.0
16810,0.0
16811,0.0
11007,0.0
22448,5.458333333333333
23230,0.0
22449,1.0
36510,0.0
22450,0.875
34340,0.0
22451,0.7083333333333334
38234,0.0
22452,0.25
23968,0.0
22453,0.125
26976,0.0
22454,0.875
20631,0.0
30494,0.4583333333333333
12004,0.0
30495,0.125
12006,0.0
37162,1.0
12008,0.0
19260,0.0
19700,0.0
20439,0.0
20440,0.0
27949,0.0
11051,0.0
18649,0.0
18650,0.0
18651,0.0
18652,0.0
34992,1.9583333333333333
36028,0.0
34993,0.75
11802,0.0
34994,0.5416666666666666
11803,0.0
34996,0.5833333333333334
17227,0.0
34997,0.08333333333333333
30404,0.0
11008,0.0
11009,0.0
11010,0.0
11011,0.0
11013,0.0
22475,1.0833333333333333
39811,0.0
18653,0.0
23372,0.5833333333333334
39812,0.0
34887,1.0
39813,0.0
37609,1.2
39814,0.0
37680,0.8
39815,0.0
38001,0.14285714285714285
39816,0.0
38098,0.041666666666666664
39817,0.0
39360,0.7916666666666666
39839,0.0
11012,0.0
11014,0.0
11015,0.0
11018,0.0
17696,0.0
11025,0.0
29111,3.375
39838,0.0
29112,0.5833333333333334
39840,0.0
29114,1.0
39841,0.0
29115,0.75
39842,0.0
30501,0.375
39843,0.0
30561,0.6666666666666666
39844,0.0
16200,0.0
11022,0.0
11021,0.0
11024,0.0
11019,0.0
11016,0.0
34731,0.6666666666666666
39845,0.0
34857,0.0
39846,0.0
11017,0.0
11023,0.0
28954,1.4
39847,0.0
28955,0.9166666666666666
39848,0.0
26751,0.8
39849,0.0
11020,0.0
17697,0.0
11026,0.0
34733,1.3333333333333333
39850,0.0
11027,0.0
25961,0.20833333333333334
39851,0.0
11028,0.0
28978,2.0416666666666665
30316,0.0
28979,0.6666666666666666
11805,0.0
28980,0.68
15909,0.0
28981,0.6666666666666666
40015,0.0
18655,0.0
18656,0.0
14281,0.0
18657,0.0
34740,4.125
39852,0.0
34741,0.68
39853,0.0
34742,0.68
39854,0.0
34743,0.5833333333333334
39855,0.0
34744,0.68
39856,0.0
34745,0.68
39857,0.0
34746,0.68
39858,0.0
11029,0.0
11030,0.0
11035,0.0
11039,0.0
17693,0.0
11040,0.0
17692,0.0
28982,1.3333333333333333
40024,0.0
19289,0.0
34821,1.4
40022,0.0
11042,0.0
29267,0.625
11806,0.0
36518,0.0
27256,0.9166666666666666
40018,0.0
36519,0.0
34734,0.9166666666666666
23655,0.0
21937,0.0
34779,4.166666666666667
40013,0.0
34780,0.68
40019,0.0
34781,0.6666666666666666
40012,0.0
34782,0.68
40021,0.0
34783,0.68
40020,0.0
34784,0.6666666666666666
40011,0.0
34785,0.68
40017,0.0
36520,0.0
11052,0.0
21882,0.0
21883,0.0
21884,0.0
21885,0.0
21886,0.0
30148,1.2
22872,0.0
21938,0.0
10840,0.0
26850,0.0
21939,0.0
10841,0.0
40009,0.0
40594,0.0
21888,0.0
21890,0.0
36679,3.0
35326,0.0
36961,1.0
35328,0.0
36963,1.0
24281,0.0
36965,1.0
27547,0.0
21940,0.0
11055,0.0
16812,0.0
16813,0.0
10842,0.25
40023,0.0
11053,0.0
34807,0.5416666666666666
40016,0.0
28972,0.3333333333333333
40010,0.0
36527,1.0
40014,0.0
37592,0.3333333333333333
36019,0.0
38460,0.16666666666666666
29259,0.0
38641,0.08333333333333333
36023,0.0
38964,0.041666666666666664
36027,0.0
40580,0.0
11054,0.0
21891,0.0
21892,0.0
21893,0.0
21894,0.0
21896,0.0
21897,0.0
21899,0.0
24205,4.083333333333333
20711,0.0
24590,1.0
14064,0.0
24591,1.0
11801,0.0
27994,1.0
21214,0.0
31361,1.0
11804,0.0
16814,0.0
16941,0.0
18659,0.0
18660,0.0
18661,0.0
10843,0.0
28395,0.0
40999,0.6666666666666666
18063,0.0
21933,0.0
24355,0.625
22669,0.0
29585,0.64
22832,0.0
21934,0.0
21936,0.0
36064,0.125
33212,0.0
11092,0.0
26156,0.375
33160,0.0
29273,0.25
33161,0.0
27417,0.0
30000,0.0
31248,0.0
34773,0.0
11094,0.0
16170,0.0
22633,0.84
33230,0.0
16782,0.0
35383,0.5833333333333334
33155,0.0
11099,0.0
36043,0.375
33159,0.0
17661,0.0
10844,0.20833333333333334
33156,0.0
10993,0.0
19971,0.20833333333333334
31087,0.0
16781,0.0
16612,0.0
33232,0.0
40809,0.1111111111111111
40818,0.1111111111111111
41131,0.0
41194,0.0
33221,0.0
33229,0.0
30820,0.0
24884,0.0
25958,0.0
10845,0.0
20321,0.0
39987,0.045454545454545456
40807,0.0
16783,0.0
18242,0.0
18971,0.0
10846,0.0
33231,0.0
34649,0.0
16893,0.0
27203,0.0
38214,0.0
36305,0.0
40008,0.09090909090909091
39989,0.045454545454545456
40025,0.09090909090909091
40034,0.09090909090909091
40027,0.045454545454545456
40029,0.0
40028,0.045454545454545456
40102,0.047619047619047616
16686,0.0
18992,0.0
30945,0.0
30991,0.0
15248,0.0
16687,0.0
15880,0.0
15881,0.0
15882,0.0
26792,0.0
34320,6.291666666666667
20099,0.0
35633,0.0
19037,5.25
20101,0.0
30400,0.0
25958,1.6
41131,0.0
27445,0.0
22758,0.8333333333333334
20100,0.0
35632,0.0
36973,0.72
22175,0.0
10770,0.0
36749,2.3333333333333335
36968,0.0
36750,1.0
36969,0.0
36751,0.75
22050,0.0
36752,0.5416666666666666
19540,0.0
16599,0.0
21344,0.0
21345,0.0
13655,0.0
18411,3.875
30298,0.0
18412,0.5416666666666666
30299,0.0
18413,0.75
30300,0.0
18414,0.4166666666666667
30301,0.0
19159,0.8333333333333334
37500,0.0
19160,0.375
22625,0.0
19162,0.7916666666666666
22627,0.0
16350,0.0
21575,0.0
10771,0.0
10772,0.0
30330,0.0
15954,0.0
10774,0.0
27558,2.0
28038,0.0
13668,0.0
29966,3.0
22628,0.0
29968,1.0
22629,0.0
29970,1.0
22630,0.0
29972,1.0
22632,0.0
18164,0.0
13665,0.0
21343,0.0
13669,0.0
36148,0.5416666666666666
11724,0.0
13646,0.0
22526,2.0416666666666665
22631,0.0
22527,1.0
38456,0.0
22528,1.0
38457,0.0
13653,0.0
18082,0.0
13656,0.0
36974,1.0
20955,0.0
13661,0.0
36975,2.0
38458,0.0
18081,0.0
36976,0.375
20956,0.0
18390,0.0
27559,0.96
36967,0.0
13670,0.0
16645,0.0
20957,0.0
40035,0.047619047619047616
13660,0.0
17978,0.0
13992,0.20833333333333334
21582,0.0
36085,0.0
36977,0.041666666666666664
11616,0.0
18184,0.0
21944,3.875
40032,0.0
36972,0.9166666666666666
40823,0.0
10806,0.0
15782,0.0
24328,0.2916666666666667
39248,0.0
16210,0.0
16342,0.0
38494,0.0
40249,0.1
40250,0.15
17802,0.0
16221,0.0
28473,0.0
16343,0.0
39924,0.0
39773,0.0
39775,0.0
39776,0.043478260869565216
39781,0.0
39774,0.0
39779,0.0
39780,0.0
39777,0.0
39778,0.0
21651,0.0
21052,0.0
23245,0.0
31538,0.0
20385,0.0
27999,0.0
26708,0.0
18919,0.0
10325,0.0
29497,0.0
16344,0.0
39531,0.0
39791,0.0
39786,0.0
39787,0.0
39784,0.043478260869565216
39785,0.0
39790,0.0
39792,0.0
39788,0.043478260869565216
39789,0.0
15797,0.0
16213,0.0
16375,0.0
15734,0.0
18298,0.0
17676,0.0
18913,0.0
17688,0.0
18910,0.0
18183,0.0
10847,5.166666666666667
23303,0.0
10848,1.0
23293,0.0
10849,1.0
19703,0.0
10850,0.875
23290,0.0
10851,0.7916666666666666
23299,0.0
10852,0.9166666666666666
23289,0.0
10853,0.5416666666666666
23292,0.0
17154,0.0
11689,0.0
11690,0.0
11692,0.0
11693,0.0
11695,0.0
11701,0.0
38125,2.6666666666666665
10526,0.0
38126,1.0
10527,0.0
38127,0.9583333333333334
10528,0.0
38128,0.7083333333333334
10529,0.0
35969,0.0
37339,0.0
37340,0.0
37341,0.0
37430,9.333333333333334
23296,0.0
37431,1.0
23302,0.0
37432,1.0
23310,0.0
37433,1.0
23300,0.0
37434,1.0
23304,0.0
37435,1.0
23309,0.0
37436,1.0
23306,0.0
37437,1.0
10530,0.0
37438,1.0
10532,0.0
37439,1.0
10523,0.0
11703,0.0
11704,0.0
11705,0.0
11706,0.0
16458,0.0
35690,0.0
35692,0.0
35693,0.0
35694,0.0
37596,0.0
22532,0.0
23807,0.0
37338,0.0
10534,0.0
22687,0.0
35977,0.0
16926,0.125
10524,0.0
37597,0.0
27722,0.8
10525,0.0
37598,0.0
27529,0.8
36604,0.0
37567,0.0
20699,0.375
39964,0.0
22036,0.0
29007,0.25
40293,0.0
30744,0.0
24329,0.2916666666666667
41004,0.0
28151,0.0
10858,0.0
38235,0.0
39799,0.0
39800,0.0
39795,0.0
39796,0.0
39797,0.0
39802,0.0
