Class No,Rate
22129,0.0
13714,0.0
21386,0.0
16595,0.0
40812,0.0
31043,0.0
16808,0.0
39164,0.0
39092,0.0
35362,0.20833333333333334
28209,0.0
19431,0.0
30471,0.5833333333333334
21350,0.0
39091,0.0
17570,1.5
37641,0.0
23824,0.0
10593,0.0
21351,0.0
17046,0.0
18316,0.0
16640,0.0
13698,0.0
17350,0.0
13712,0.0
21562,0.0
13688,0.0
20532,0.0
13705,0.0
23265,0.0
18392,0.0
23288,0.0
13704,0.0
23206,0.0
18088,0.0
25314,0.0
18087,0.0
39161,0.0
39160,0.0
39162,0.0
39179,0.0
39163,0.0
11767,0.0
17226,0.0
36475,0.0
24498,0.0
36502,0.0
10594,0.0
27207,0.0
22152,0.0
35082,0.0
20386,0.0
37930,0.0
28768,0.0
35239,0.0
23276,0.0
36299,0.0
40964,0.0
26460,0.0
36503,0.0
22038,0.0
23786,0.0
36951,0.0
20323,0.0
23871,0.0
18403,0.0
28477,0.0
18086,0.0
11768,0.0
36966,0.0
10595,0.0
37474,0.0
17019,0.0
37475,0.0
16199,0.0
27282,0.0
19699,0.0
26013,0.0
19618,0.0
34971,0.0
26461,0.0
30312,0.0
23810,0.0
24579,0.0
36511,0.0
10596,0.0
18085,0.0
24846,0.0
13689,0.0
16211,0.0
22189,0.0
21051,0.0
18393,0.0
30337,0.0
24018,0.0
30919,0.0
28040,0.0
30992,0.0
10780,0.0
30995,0.0
18165,0.0
30994,0.0
13709,0.0
30993,0.0
18246,0.0
31564,0.0
13696,0.0
22511,0.0
30315,0.0
16502,0.0
39169,0.0
39171,0.0
23863,0.0
13691,0.0
23867,0.0
18599,0.0
23865,0.0
19841,0.0
23868,0.0
13718,0.0
23864,0.0
26759,0.0
23866,0.0
13703,0.0
26866,0.0
13722,0.0
25218,0.0
18600,0.0
39166,0.0
39177,0.0
39167,0.0
39165,0.0
39175,0.0
39174,0.0
39176,0.0
39173,0.0
10597,0.0
17114,0.0
16637,0.0
13710,0.0
21688,0.0
19111,0.0
15804,0.0
13716,0.0
23254,0.0
19065,0.0
18251,0.0
13697,0.0
15850,0.0
13693,0.0
24134,0.0
19469,0.0
17631,0.041666666666666664
18084,0.0
18911,0.0
19470,0.0
22302,0.0
17410,0.0
21694,0.0
16785,0.0
27070,0.0
13728,0.0
23174,0.0
14196,0.0
27022,0.0
22190,0.0
13705,0.0
18392,0.0
13704,0.0
18088,0.0
18087,0.0
18403,0.0
18086,0.0
18085,0.0
13689,0.0
22189,0.0
18393,0.0
13691,0.0
18599,0.0
19841,0.0
13718,0.0
10598,0.0
13717,0.0
16178,0.0
17803,0.0
15808,0.0
13711,0.0
16180,0.0
13726,0.0
16174,0.0
25256,0.0
16181,0.0
27085,0.0
16183,0.0
25325,0.0
15809,0.0
27021,0.0
15767,0.0
25289,0.0
15778,0.0
27099,0.0
15803,0.0
27046,0.0
16179,0.0
27004,0.0
16182,0.0
31633,0.0
16186,0.0
28617,0.0
16185,0.0
28739,0.0
16184,0.0
28689,0.0
15774,0.0
28570,0.0
17712,0.0
28761,0.0
16187,0.0
31064,0.0
15776,0.0
40094,0.0
17440,0.0
34737,0.0
16188,0.0
34975,0.0
23937,0.0
10782,0.0
19205,0.0
18167,0.0
20965,0.0
13794,0.0
19204,0.0
18318,0.0
19639,0.0
13781,0.0
19640,0.0
17398,0.0
20914,0.0
13785,0.0
22303,0.041666666666666664
16294,0.0
24066,0.0
13799,0.0
25182,0.0
16596,0.0
24056,0.0
21355,0.0
23185,0.0
21356,0.0
24131,0.0
18319,0.0
25246,0.0
13784,0.0
27007,0.0
13797,0.0
28616,0.0
13774,0.0
27054,0.0
13790,0.0
40678,0.0
39178,0.0
39168,0.0
39170,0.0
38493,0.0
39172,0.0
11770,0.0
29255,0.0
27282,0.0
26013,0.0
27208,0.0
28209,0.0
37641,0.0
27207,0.0
35082,0.0
37930,0.0
35239,0.0
36299,0.0
37474,0.0
37475,0.0
34968,0.0
34969,0.0
35346,0.0
34971,0.0
10780,0.0
18165,0.0
13709,0.0
18246,0.0
13696,0.0
25282,0.0
17643,0.0
13699,0.0
16231,0.0
13714,0.0
16595,0.0
21350,0.0
21351,0.0
18316,0.0
13698,0.0
13712,0.0
13688,0.0
10599,0.0
13708,0.0
15843,0.0
13702,0.0
15935,0.041666666666666664
13690,0.0
15937,0.0
17174,0.0
15761,0.0
13729,0.0
16189,0.0
19471,0.0
15934,0.0
13730,0.0
15790,0.0
19780,0.0
17121,0.0
22231,0.0
15878,0.041666666666666664
16237,0.0
15839,0.0
16238,0.0
15762,0.041666666666666664
24155,0.0
15783,0.041666666666666664
23208,0.08333333333333333
16950,0.0
13694,0.0
15764,0.08333333333333333
20594,0.0
15490,0.0
20785,0.08333333333333333
17409,0.0
20787,0.0
15936,0.08333333333333333
20786,0.0
15793,0.0
13692,0.0
15468,0.0
13706,0.0
20585,0.041666666666666664
13725,0.0
19778,0.0
20811,0.0
20941,0.0
13700,0.0
19616,0.0
13701,0.0
20371,0.0
13715,0.0
22332,0.0
16153,0.0
21128,0.08333333333333333
13720,0.0
24109,0.041666666666666664
13721,0.0
24035,0.041666666666666664
20812,0.0
24034,0.0
13727,0.0
25305,0.041666666666666664
13719,0.0
24113,0.0
13707,0.0
24042,0.0
17175,0.0
24154,0.041666666666666664
13724,0.0
25245,0.041666666666666664
13723,0.0
28598,0.125
18083,0.0
31264,0.08333333333333333
21352,0.0
28488,0.041666666666666664
13687,0.0
27137,0.0
13695,0.0
26759,0.0
13703,0.0
13722,0.0
18600,0.0
17114,0.0
13710,0.0
19111,0.0
13716,0.0
19065,0.0
13697,0.0
13693,0.0
19469,0.0
18084,0.0
19470,0.0
17410,0.0
16785,0.0
13728,0.0
14196,0.0
22190,0.0
16208,0.0
20958,0.0
19214,0.0
11725,0.0
15972,0.0
36656,0.0
20534,0.0
36654,0.0
34760,0.0
37298,0.0
16750,0.0
37300,0.0
16803,0.0
11762,0.0
26050,0.0
24603,0.0
27143,0.0
36970,0.0
21527,0.0
40941,0.0
25097,0.0
40153,0.0
34766,0.0
40943,0.0
15968,0.0
40154,0.0
15973,0.0
40277,0.0
15971,0.041666666666666664
26451,0.0
15975,0.0
11737,0.0
29151,0.0
30239,0.0
25046,0.0
36436,0.0
25045,0.0
36437,0.0
15969,0.0
26428,0.0
15966,0.0
30241,0.0
15974,0.0
36440,0.0
15970,0.0
23724,0.0
17836,0.0
23725,0.0
29031,0.0
23726,0.0
17834,0.0
30244,0.0
17360,0.0
23700,0.0
18222,0.041666666666666664
36442,0.0
19311,0.0
22912,0.0
21538,0.0
40452,0.0
22904,0.0
26454,0.0
24095,0.0
39359,0.0
26049,0.0
37545,0.0
26048,0.0
37550,0.0
26718,0.0
37551,0.0
26981,0.0
37552,0.0
34767,0.0
37553,0.0
17844,0.0
37554,0.0
30246,0.0
31197,0.0
30248,0.0
30305,0.0
30306,0.0
36472,0.0
30249,0.0
29635,0.0
29637,0.0
29639,0.0
29641,0.0
22759,0.0
21749,0.0
15919,0.0
15922,0.0
15920,0.0
20754,0.0
15921,0.0
16720,0.0
16721,0.0
24447,0.0
10747,0.0
10746,0.0
23212,0.0
28615,0.0
23213,0.0
23270,0.0
31537,0.0
25295,0.0
25301,0.0
28717,0.0
31488,0.0
10755,0.0
29939,0.0
16722,0.0
16749,0.0
17137,0.0
18356,0.0
10558,3.9583333333333335
40265,0.0
10559,0.4583333333333333
40770,0.0
34981,0.25
40649,0.0
14043,0.16666666666666666
40104,0.0
20279,0.4166666666666667
40266,0.0
24655,0.0
24667,0.0
24657,0.0
24662,0.0
24659,0.0
10560,4.041666666666667
16772,0.0
10561,0.48
16773,0.0
34982,0.25
21972,0.0
10562,0.20833333333333334
16774,0.0
20280,0.4166666666666667
16775,0.0
27285,0.0
10759,0.0
10760,0.0
10761,0.0
20682,0.0
10563,4.125
40264,0.0
23335,0.0
10564,2.7083333333333335
16776,0.0
10565,0.24
16777,0.0
10566,0.24
17224,0.0
10567,0.24
20712,0.0
17662,0.24
26449,0.0
18169,0.24
22831,0.0
23160,0.0
24651,0.0
24144,0.0
24648,0.0
24666,0.0
24656,0.0
23974,0.9583333333333334
40633,0.0
24683,0.0
10568,1.5833333333333333
11726,0.0
10569,0.2
27444,0.0
10570,0.12
25338,0.0
18680,0.2
40769,0.0
24679,0.0
24685,0.0
24142,0.0
24123,0.0
20216,4.166666666666667
40905,0.0
24658,0.0
10571,1.0
40938,0.0
24665,0.0
22029,1.0416666666666667
40648,0.0
24669,0.0
35247,0.3333333333333333
41021,0.0
24675,0.0
20608,1.0416666666666667
41193,0.0
24661,0.0
26527,2.12
40771,0.0
24645,0.0
34698,0.7916666666666666
40850,0.0
24670,0.0
21349,1.3333333333333333
39927,0.0
24681,0.0
20857,1.2083333333333333
17706,0.0
24403,0.0
29591,0.9166666666666666
40596,0.0
24653,0.0
19836,1.0416666666666667
38632,0.0
11481,0.0
34699,0.20833333333333334
38638,0.0
37428,0.0
16207,0.0
40595,0.0
19210,0.0
40573,0.0
14408,0.0
39928,0.0
10573,0.0
40772,0.0
20536,0.041666666666666664
11763,0.0
20917,0.0
36427,0.0
34762,0.08333333333333333
36428,0.0
16752,0.0
36429,0.0
16805,0.0
36430,0.0
24093,0.0
36431,0.0
27245,0.0
36432,0.0
21529,0.041666666666666664
36433,0.0
22522,0.0
20646,0.0
34770,0.0
24335,0.0
14407,0.0
24336,0.0
14413,0.0
24337,0.0
14414,0.0
26222,0.0
14411,0.0
26223,0.0
29153,0.0
26224,0.0
25049,0.125
35712,0.0
25050,0.0
35713,0.0
14416,0.0
35714,0.0
14409,0.0
26452,0.0
14412,0.0
16911,0.0
14417,0.041666666666666664
17486,0.0
14410,0.0
17487,0.0
29033,0.041666666666666664
17488,0.0
17400,0.0
18617,0.0
17362,0.041666666666666664
18619,0.0
18224,0.0
19607,0.0
19312,0.0
37125,0.0
21536,0.041666666666666664
27910,0.0
22906,0.0
11761,0.0
26054,0.041666666666666664
29331,0.0
26053,0.041666666666666664
11765,0.0
26720,0.041666666666666664
40773,0.0
26983,0.0
11764,0.0
34771,0.08333333333333333
16195,0.0
17846,0.0
18853,0.0
23286,0.0
24664,0.0
24695,0.0
23173,0.0
24691,0.0
24687,0.0
23216,0.0
24668,0.0
23161,0.0
24693,0.0
24660,0.0
24694,0.0
24654,0.0
24676,0.0
24678,0.0
24652,0.0
24114,0.0
24663,0.0
24671,0.0
24688,0.0
24647,0.0
24649,0.0
24680,0.0
31356,0.0
24684,0.0
24646,0.0
24690,0.0
24672,0.0
24686,0.0
24692,0.0
24650,0.0
23253,0.0
24682,0.0
24674,0.0
24689,0.0
31557,0.0
34960,0.0
26000,0.0
10769,0.0
35246,0.3333333333333333
38600,0.0
26811,1.0
38606,0.0
26394,0.0
11480,0.0
10575,0.0
38607,0.0
19212,0.0
38612,0.0
14419,0.0
38627,0.0
16205,0.0
13009,0.0
20538,0.0
20267,0.0
20918,0.0
25200,0.0
34765,0.0
25199,0.0
16753,0.0
30820,0.0
16806,0.0
29196,0.0
27247,0.0
20803,0.0
27248,0.0
26326,0.0
21531,0.0
39647,0.0
22523,0.0
37158,0.0
34774,0.0
29061,0.0
14420,0.0
10896,0.0
14425,0.0
22770,0.0
14424,0.0
10898,0.0
14427,0.0
10900,0.0
29155,0.0
39820,0.0
25051,0.0
39829,0.0
25052,0.0
39831,0.0
14422,0.0
39834,0.0
14418,0.0
39823,0.0
14426,0.0
39822,0.0
14421,0.0
39833,0.0
14428,0.0
39819,0.0
29035,0.0
39828,0.0
17838,0.0
39830,0.0
17364,0.0
39818,0.0
18225,0.0
39826,0.0
19314,0.0
39827,0.0
21534,0.0
39824,0.0
22907,0.0
39825,0.0
26075,0.0
39836,0.0
26074,0.0
39821,0.0
26722,0.0
39832,0.0
26985,0.0
39837,0.0
34775,0.0
39835,0.0
17848,0.0
10901,0.0
24915,0.0
21998,0.0
22613,0.0
12046,0.0
12048,0.0
37406,0.0
37400,0.0
37403,0.0
37402,0.0
37407,0.0
37405,0.0
37401,0.0
37404,0.0
34729,0.0
27193,0.0
10805,0.0
16636,0.0
15715,0.0
16265,0.0
20973,0.0
16279,0.0
24110,0.0
16563,0.0
16564,0.0
15773,0.0
16565,0.0
15564,0.0
15735,0.0
17063,0.0
17810,0.0
21104,0.0
18181,0.0
18182,0.0
21053,0.0
19762,0.0
19763,0.0
22312,0.0
28469,0.0
31036,0.0
10576,0.0
38625,0.0
19213,0.0
38604,0.0
14430,0.0
38608,0.0
16206,0.08333333333333333
40814,0.0
20539,0.16666666666666666
38621,0.0
20919,0.0
38599,0.0
34778,0.0
38619,0.0
16754,0.0
39596,0.0
16807,0.0
38616,0.0
24094,0.0
38598,0.0
27249,0.0
38623,0.0
21532,0.0
38631,0.0
22521,0.0
38633,0.0
34776,0.041666666666666664
38636,0.0
14431,0.0
38635,0.0
14437,0.0
38626,0.0
14435,0.0
38624,0.0
14434,0.0
38617,0.0
29156,0.041666666666666664
38601,0.0
25053,0.0
38629,0.0
25054,0.041666666666666664
38611,0.0
14433,0.041666666666666664
38640,0.0
14429,0.0
38637,0.0
14438,0.0
38614,0.0
14432,0.0
38634,0.0
14439,0.0
41001,0.0
29036,0.0
38610,0.0
17840,0.0
38615,0.0
17365,0.041666666666666664
38622,0.0
18226,0.16666666666666666
38609,0.0
19315,0.0
38630,0.0
21533,0.041666666666666664
38613,0.0
22908,0.0
38605,0.0
26077,0.0
38602,0.0
26076,0.0
38620,0.0
26723,0.0
38603,0.0
26986,0.08333333333333333
38618,0.0
34777,0.0
38639,0.0
17849,0.041666666666666664
38628,0.0
11482,0.0
14386,0.0
14387,0.0
34390,0.0
14490,0.0
14388,0.0
14489,0.0
16865,0.0
18386,0.0
26353,0.0
34344,0.0
20849,0.0
35813,0.0
21997,0.0
23433,0.0
12047,0.0
19256,0.0
28741,0.0
12049,0.0
37408,0.0
37409,0.0
37410,0.0
37411,0.0
37412,0.0
37413,0.0
37414,0.0
37415,0.0
37416,0.0
37417,0.0
37418,0.0
37419,0.0
37420,0.0
37421,0.0
37422,0.0
37423,0.0
37424,0.0
37425,0.0
37426,0.0
37427,0.0
19502,4.833333333333333
26198,0.0
32148,0.0
36447,2.5416666666666665
18380,0.0
36450,0.6
18043,0.0
36451,0.5833333333333334
18044,0.0
36452,0.6
18042,0.0
36453,0.375
18046,0.0
36454,0.22727272727272727
18047,0.0
36455,0.3181818181818182
18048,0.0
32563,0.0
32564,0.0
32565,0.0
32566,0.0
32567,0.0
11005,10.833333333333334
26199,0.0
27922,0.72
26200,0.0
27923,0.72
26201,0.0
27924,0.72
26202,0.0
27925,0.72
26203,0.0
27927,0.72
27751,0.0
27928,0.72
36003,0.0
27929,0.72
17260,0.0
27930,0.72
11116,0.0
27931,0.72
34728,0.0
17297,0.72
23352,0.0
17298,0.72
23353,0.0
17299,0.72
23354,0.0
38305,0.72
23355,0.0
38306,0.6666666666666666
24324,0.0
38307,0.5
24325,0.0
38308,0.375
24326,0.0
11006,11.208333333333334
34739,0.0
19322,0.72
34838,0.0
18638,0.72
30199,0.0
31081,0.72
38315,0.0
31082,0.72
27741,0.0
18639,0.72
27742,0.0
18640,0.72
27743,0.0
31083,0.72
27744,0.0
31084,0.72
34656,0.0
14169,0.6666666666666666
34657,0.0
14174,0.7083333333333334
34658,0.0
28499,0.625
24226,0.0
31085,0.625
37316,0.0
26554,0.72
37319,0.0
26555,0.72
37322,0.0
28501,0.72
35866,0.0
28531,0.72
28977,0.0
32149,0.0
32150,0.0
32592,0.0
21539,0.0
32411,0.0
32412,0.0
32413,0.0
32414,0.0
32415,0.0
32416,0.0
32417,0.0
32418,0.0
32419,0.0
32420,0.0
32421,0.0
32422,0.0
32423,0.0
11893,0.0
32596,0.0
32597,0.0
32598,0.0
32599,0.0
32600,0.0
32601,0.0
32602,0.0
32603,0.0
36239,0.0
20943,0.0
32892,0.0
32893,0.0
32894,0.0
32895,0.0
36240,0.0
26731,0.0
16810,17.458333333333332
38102,0.0
16811,7.416666666666667
38103,0.0
32702,0.0
32703,0.0
11007,7.0
38104,0.0
11008,1.0
34992,0.0
11009,1.0
34993,0.0
11010,1.0
34994,0.0
11011,1.0
34996,0.0
11013,1.0
34997,0.0
11012,1.0
23372,0.0
11014,1.0
34887,0.0
11015,12.041666666666666
37609,0.0
11018,1.0
37680,0.0
17696,1.0
38098,0.0
11025,1.0
39360,0.0
16200,1.0
29111,0.0
11022,1.0
29112,0.0
11021,1.0
29114,0.0
11024,0.75
29115,0.0
11019,1.0
30501,0.0
11016,0.9583333333333334
30561,0.0
11017,0.9166666666666666
34731,0.0
11023,1.0
34857,0.0
11020,0.8333333333333334
28954,0.0
17697,0.20833333333333334
28955,0.0
11026,2.2083333333333335
26751,0.0
11027,0.8
34733,0.0
11028,0.5416666666666666
25961,0.0
11029,0.8
34740,0.0
32704,0.0
32705,0.0
32706,0.0
32707,0.0
32708,0.0
32709,0.0
32710,0.0
32711,0.0
32712,0.0
32713,0.0
32714,0.0
32715,0.0
32716,0.0
32717,0.0
32718,0.0
32719,0.0
32720,0.0
32721,0.0
32722,0.0
32723,0.0
32724,0.0
32725,0.0
32726,0.0
23888,0.0
31803,0.0
31804,0.0
11030,15.125
34741,0.0
11035,1.0
34742,0.0
11039,1.0
34743,0.0
17693,1.0
34744,0.0
11040,1.0
34745,0.0
17692,1.0
34746,0.0
11042,1.0
34821,0.0
11041,1.0
22445,0.0
11038,1.0
21796,0.0
11043,1.0
21797,0.0
11036,1.0
21798,0.0
11032,1.0
21800,0.0
20431,1.0
21801,0.0
11031,1.0
21802,0.0
11033,0.8333333333333334
23351,0.0
11034,0.5833333333333334
27524,0.0
11037,0.16666666666666666
37155,0.0
16824,7.0
37744,0.0
11046,1.0
37745,0.0
19717,1.0
37746,0.0
11047,1.0
34999,0.0
11048,1.0
37174,0.0
11049,1.0
27258,0.0
11044,1.0
27259,0.0
11045,1.0
23748,0.0
31805,0.0
31806,0.0
31807,0.0
31808,0.0
31809,0.0
31810,0.0
31811,0.0
31812,0.0
31813,0.0
31814,0.0
31815,0.0
31816,0.0
31817,0.0
31818,0.0
31819,0.0
31820,0.0
31821,0.0
31822,0.0
31823,0.0
31824,0.0
31825,0.0
31826,0.0
31827,0.0
31828,0.0
31829,0.0
11050,11.833333333333334
27260,0.0
18642,0.64
27261,0.0
18643,0.64
27262,0.0
18644,0.64
10835,0.0
18645,0.64
10836,0.0
18646,0.64
10837,0.0
18647,0.64
23749,0.0
18648,0.64
10838,0.0
19262,0.64
26083,0.0
28529,0.64
27390,0.0
14206,0.625
27391,0.0
14204,0.64
27392,0.0
14207,0.64
27393,0.0
14211,0.64
27394,0.0
19257,0.625
27395,0.0
19259,0.5833333333333334
27396,0.0
19260,0.5
22448,0.0
19700,0.3333333333333333
22449,0.0
20439,0.3333333333333333
22450,0.0
20440,0.4166666666666667
22451,0.0
27949,0.4166666666666667
22452,0.0
11051,7.25
22453,0.0
18649,0.64
22454,0.0
18650,0.64
30494,0.0
18651,0.625
30495,0.0
18652,0.64
37162,0.0
18653,0.64
22475,0.0
18654,0.64
24605,0.0
18655,0.64
28978,0.0
18656,0.64
28979,0.0
14281,0.64
28980,0.0
18657,0.64
28981,0.0
19289,0.625
28982,0.0
31830,0.0
31831,0.0
31832,0.0
31833,0.0
31834,0.0
31835,0.0
31836,0.0
31837,0.0
31838,0.0
31839,0.0
31840,0.0
31841,0.0
31842,0.0
31843,0.0
31844,0.0
31845,0.0
31846,0.0
31847,0.0
31848,0.0
31849,0.0
31850,0.0
31851,0.0
31852,0.0
31853,0.0
31854,0.0
31855,0.0
31856,0.0
31857,0.0
31858,0.0
31859,0.0
31860,0.0
31861,0.0
31862,0.0
36518,0.2916666666666667
29267,0.0
36519,0.5833333333333334
27256,0.0
36520,0.25
34779,0.0
31863,0.0
31864,0.0
31865,0.0
11052,13.041666666666666
34780,0.0
21882,1.6
34781,0.0
21883,1.6
34782,0.0
21884,1.6
34783,0.0
21885,1.6
34784,0.0
21886,1.6
34785,0.0
21887,1.6
10839,0.0
21888,1.6
10841,0.0
21890,1.6
40594,0.0
11053,3.2
10842,0.0
11054,11.333333333333334
34807,0.0
21891,1.6
28972,0.0
21892,1.6
36527,0.0
21893,1.6
37592,0.0
21894,1.6
38460,0.0
21896,1.6
38641,0.0
21897,1.6
38964,0.0
21899,1.6
40580,0.0
18063,9.75
10843,0.0
21933,1.6
40999,0.0
21934,1.5833333333333333
24355,0.0
21936,1.6
29585,0.0
21937,1.4166666666666667
34734,0.0
21938,1.6
30148,0.0
21939,0.5
10840,0.0
21940,1.375
36679,0.0
31866,0.0
31867,0.0
31868,0.0
31869,0.0
31870,0.0
31871,0.0
31872,0.0
31873,0.0
31874,0.0
31875,0.0
31876,0.0
31877,0.0
31878,0.0
31879,0.0
31880,0.0
31881,0.0
31882,0.0
31883,0.0
31884,0.0
31885,0.0
31886,0.0
32078,0.0
32079,0.0
28348,0.0
31766,0.0
31768,0.0
11055,14.25
36961,0.0
16812,0.64
36963,0.0
16813,0.64
36965,0.0
16814,0.64
24205,0.0
16941,0.64
24590,0.0
18659,0.64
24591,0.0
18660,0.64
27994,0.0
18661,0.625
31361,0.0
18662,0.64
13467,0.0
18663,0.625
13469,0.0
18681,0.64
17308,0.0
18682,0.64
17316,0.0
18683,0.64
13471,0.0
18684,0.64
13472,0.0
18685,0.64
13470,0.0
18686,0.64
17177,0.0
18687,0.64
38459,0.0
18688,0.64
27215,0.0
18689,0.64
16801,0.0
18690,0.64
14049,0.0
16815,0.64
16056,0.0
16816,0.64
18722,0.0
16817,0.64
38121,0.0
11056,2.7916666666666665
38131,0.0
17590,0.5
30673,0.0
16818,0.4583333333333333
19601,0.0
16819,0.5
26500,0.0
30990,0.5416666666666666
40272,0.0
17589,0.375
10600,0.0
11057,9.75
27412,0.0
16822,0.64
20724,0.0
18733,0.64
22245,0.0
18692,0.64
15254,0.0
18693,0.64
15257,0.0
18694,0.5833333333333334
10601,0.0
18696,0.64
15255,0.0
18697,0.625
15256,0.0
18698,0.64
20340,0.0
18699,0.64
20412,0.0
18700,0.64
20860,0.0
18701,0.64
20863,0.0
18702,0.64
20864,0.0
18703,0.64
28013,0.0
18704,0.64
22244,0.0
18705,0.64
22802,0.0
18129,6.541666666666667
22803,0.0
18141,0.64
22805,0.0
18142,0.64
22806,0.0
18143,0.64
22807,0.0
18708,0.64
22808,0.0
18712,0.64
24793,0.0
18713,0.64
24794,0.0
18714,0.64
26593,0.0
18715,0.64
24795,0.0
18716,0.64
25077,0.0
18721,0.64
26594,0.0
28383,0.25
31767,0.0
36241,0.0
26733,0.0
32427,0.0
32428,0.0
32429,0.0
32430,0.0
32431,0.0
26734,0.0
32540,0.0
32541,0.0
32542,0.0
32543,0.0
32544,0.0
32545,0.0
32546,0.0
32398,0.0
32399,0.0
32400,0.0
32401,0.0
24801,0.0
32856,0.0
32857,0.0
32858,0.0
32859,0.0
32860,0.0
32861,0.0
32862,0.0
32863,0.0
32864,0.0
32865,0.0
32866,0.0
32867,0.0
32868,0.0
32869,0.0
32870,0.0
32871,0.0
32872,0.0
32873,0.0
32874,0.0
32875,0.0
32876,0.0
32877,0.0
32878,0.0
32879,0.0
32880,0.0
32881,0.0
32882,0.0
32883,0.0
32884,0.0
32885,0.0
32886,0.0
32887,0.0
32888,0.0
32889,0.0
26732,0.0
21540,0.0
11058,0.0
30846,0.0
39607,0.041666666666666664
40788,0.1111111111111111
31693,0.0
31694,0.0
31695,0.0
11059,0.0
18049,0.0
40923,0.16666666666666666
32568,0.0
32569,0.0
19163,5.04
28128,0.0
11060,4.791666666666667
16741,0.0
19164,0.84
35150,0.0
19165,0.84
16742,0.0
19166,0.75
20836,0.0
11061,0.84
24291,0.0
11062,0.7916666666666666
27421,0.0
11063,0.84
16743,0.0
20399,0.7083333333333334
20271,0.0
11064,0.84
16745,0.0
20950,0.75
20272,0.0
20398,0.8333333333333334
16747,0.0
19167,0.625
16746,0.0
19168,0.5833333333333334
16744,0.0
31696,0.0
31697,0.0
31698,0.0
32741,0.0
11894,0.0
32890,0.0
32891,0.0
11895,0.0
32896,0.0
32897,0.0
32898,0.0
32899,0.0
32900,0.0
32901,0.0
11065,1.5416666666666667
20273,0.0
32902,0.0
11066,0.4583333333333333
22046,0.0
19602,0.4583333333333333
22047,0.0
11067,0.6666666666666666
22048,0.0
19603,0.6666666666666666
22049,0.0
32903,0.0
32904,0.0
32905,0.0
32906,0.0
22476,1.375
18045,0.0
32570,0.0
22477,1.0416666666666667
22795,0.0
22478,0.375
22796,0.0
22479,0.6666666666666666
23849,0.0
32907,0.0
33144,0.0
33145,0.0
22480,1.0416666666666667
18050,0.0
32571,0.0
11068,3.88
25084,0.0
18145,0.76
25086,0.0
18146,0.76
25085,0.0
18147,0.76
26595,0.0
18148,0.76
28076,0.0
18149,0.76
28077,0.0
11069,2.4
30817,0.0
18150,0.8
35151,0.0
19246,0.8
35152,0.0
18151,0.8
35153,0.0
23889,0.0
31796,0.0
31797,0.0
31798,0.0
31799,0.0
31800,0.0
31801,0.0
31802,0.0
11896,0.0
31769,0.0
11070,3.88
16003,0.0
18152,0.76
24581,0.0
18153,0.76
35627,0.0
18154,0.75
35628,0.0
18155,0.76
35630,0.0
18156,0.76
16004,0.0
11071,2.4
16006,0.0
18158,0.8
16007,0.0
18159,0.8
16009,0.0
18160,0.8
16011,0.0
31770,0.0
32593,0.0
32594,0.0
32595,0.0
19152,0.0
32849,0.0
32850,0.0
32851,0.0
22525,0.0
32559,0.0
23568,1.48
16008,0.0
22042,0.72
16005,0.0
22043,0.72
18041,0.0
32560,0.0
32561,0.0
32562,0.0
11072,1.625
18343,0.0
11073,0.625
18341,0.0
11074,1.0
10606,0.0
32572,0.0
32573,0.0
32574,0.0
21251,2.0416666666666665
17176,0.0
21406,0.7083333333333334
10614,0.0
21407,0.7916666666666666
20805,0.0
21408,0.5416666666666666
10619,0.0
32575,0.0
32576,0.0
32577,0.0
32578,0.0
19156,3.0833333333333335
36059,0.0
19656,1.0
36060,0.0
19657,1.0
36061,0.0
19658,1.0
21949,0.0
40885,0.16
32534,0.0
32535,0.0
32536,0.0
32537,0.0
32538,0.0
19157,3.75
23756,0.0
23684,0.64
35154,0.0
20748,0.64
10615,0.0
20749,0.64
10616,0.0
21549,0.64
10617,0.0
19158,0.4166666666666667
13864,0.0
23685,0.64
15814,0.0
32579,0.0
32580,0.0
32581,0.0
32582,0.0
32583,0.0
32584,0.0
11899,0.0
22772,3.75
21950,0.0
23686,0.64
21951,0.0
22774,0.64
15949,0.0
22775,0.64
15982,0.0
22776,0.64
16382,0.0
22778,0.64
16383,0.0
23687,0.64
10624,0.0
23688,0.48
10625,0.0
23689,0.4583333333333333
29822,0.0
32539,0.0
33011,0.0
33012,0.0
11900,0.0
32460,0.0
32461,0.0
32462,0.0
32463,0.0
32657,0.0
17336,0.0
15815,0.0
37788,0.0
10618,0.0
37789,0.0
20274,0.0
37790,0.0
20275,0.0
37791,0.0
20852,0.0
37792,0.0
21107,0.0
37793,0.0
22051,0.0
37794,0.0
22247,0.0
37795,0.041666666666666664
22248,0.0
37796,0.0
22331,0.0
37797,0.0
23131,0.0
37798,0.0
23850,0.0
37799,0.0
23851,0.0
37800,0.041666666666666664
24009,0.0
37801,0.0
24084,0.0
37802,0.0
24085,0.0
37803,0.0
24086,0.0
37804,0.0
25073,0.0
37805,0.0
25074,0.0
37806,0.0
25075,0.0
37807,0.041666666666666664
25087,0.0
37808,0.0
25088,0.0
37809,0.0
25089,0.0
37810,0.0
25094,0.0
37811,0.041666666666666664
25189,0.0
37812,0.041666666666666664
26993,0.0
37813,0.0
26994,0.0
37814,0.041666666666666664
27014,0.0
37815,0.0
27015,0.0
37816,0.0
